52	39
209	14
333	93
87	4
110	71
347	10
265	41
166	-58
121	0
282	-20
254	-54
242	-86
309	0
151	72
243	17
118	92
231	94
283	142
199	35
234	-185
227	66
241	-111
464	-105
210	4
75	9
210	152
268	-140
132	-11
329	-92
137	50
389	159
87	-31
259	-114
290	56
104	58
268	-58
368	-186
328	20
233	57
231	23
296	-94
160	-47
322	140
253	83
105	113
191	-57
353	-55
255	32
232	41
209	45
140	-154
237	80
218	78
238	18
193	44
202	98
203	-110
292	-82
112	-35
108	105
283	148
369	51
287	6
126	115
124	-35
210	10
-26	110
139	-34
39	-20
156	-56
216	55
273	-143
203	82
257	-177
186	-67
176	25
133	-70
131	59
217	49
253	-1
292	209
243	11
189	-18
265	12
249	-52
206	-49
256	-67
201	-15
364	-116
171	114
163	127
130	5
211	-192
200	40
149	-113
340	-76
123	16
295	75
185	-80
185	18
170	49
188	-125
237	-119
326	119
343	-32
238	86
105	107
298	63
-27	-143
-29	-173
128	23
295	-148
237	189
-17	-156
215	-5
291	4
106	-149
256	73
278	-182
200	-25
160	-50
422	105
332	-41
87	-2
233	15
69	-75
344	-100
136	-130
137	26
94	-224
284	7
193	114
291	39
264	116
279	96
168	24
26	82
367	-13
97	93
141	-42
88	-13
68	173
89	70
342	-47
209	-97
101	-98
95	-132
253	58
70	89
239	20
49	62
296	-56
216	17
176	24
200	-103
64	-35
169	69
139	167
263	-55
259	165
274	94
291	-175
138	113
80	-90
238	-20
326	146
293	160
47	82
196	-94
125	-31
158	28
182	-121
-41	-35
168	18
232	-27
250	227
87	-132
173	-28
340	-13
272	149
132	-139
168	-66
140	3
313	103
297	-143
243	151
28	71
262	-72
354	3
313	-135
333	-18
306	219
187	100
225	-1
53	60
206	-34
266	-26
340	-10
26	81
192	-31
43	40
329	161
273	-70
176	-29
84	-45
115	-56
233	-36
190	38
102	-30
288	137
207	7
178	-4
118	-78
237	-68
125	120
319	-234
125	-54
228	-123
283	-122
117	22
163	54
155	101
236	9
149	-188
92	77
214	202
294	29
396	24
172	77
207	-21
233	-2
139	96
227	83
151	-62
245	59
267	23
213	110
71	-38
-63	-103
164	-50
158	-169
166	-157
322	25
120	128
202	-137
239	83
197	1
44	10
202	-159
349	-126
157	40
314	161
322	35
209	133
230	-72
154	-41
-12	74
365	140
202	23
155	-26
314	57
191	-167
201	-156
43	-14
96	-9
135	85
205	0
215	41
158	-55
138	-16
269	-89
130	-2
253	-27
185	67
-2	-53
191	58
328	-125
185	74
190	116
100	61
125	142
157	65
179	-12
114	-93
232	-101
313	45
67	-194
197	-115
70	-66
201	-116
215	-59
193	214
425	-30
232	18
162	13
103	27
101	-149
320	178
239	15
108	-90
113	-105
176	-111
261	-199
112	59
392	-4
191	91
252	50
144	47
227	14
223	71
293	81
200	-51
306	68
256	-108
139	-87
165	134
187	-90
25	-72
111	-44
84	-112
262	-48
175	-162
286	-61
236	34
239	117
263	-73
219	-62
175	-144
320	-47
352	-56
197	-76
-13	65
375	-6
118	-8
263	-114
128	21
112	-64
222	-35
226	64
11	73
136	81
156	0
72	-70
276	176
192	118
218	-18
309	-48
125	8
292	112
337	-61
155	98
269	109
18	-150
190	12
201	4
151	-26
203	230
137	-170
257	46
195	117
171	49
210	-171
322	64
254	-135
62	140
193	15
169	-19
300	-148
296	-57
327	175
205	-70
121	103
119	-24
161	-94
188	-18
197	-100
80	46
105	19
153	42
280	-53
281	-98
194	-20
