402	-111
290	8
369	-239
239	3
273	-61
389	-114
245	-124
348	7
399	86
273	-73
250	-252
316	-88
282	-262
333	-191
386	-229
308	65
215	-271
281	-158
230	27
270	-186
328	-252
597	-251
255	15
387	-88
441	-123
291	-175
357	-133
426	-25
340	-103
309	-117
253	-128
385	-238
429	6
296	47
308	-60
321	-180
377	-84
345	33
343	-172
283	-111
99	-139
343	-164
195	-237
300	108
307	-16
351	-10
468	-126
276	-96
160	-138
319	-73
264	-217
238	-100
250	-114
276	-228
309	-41
271	-242
254	-103
400	24
188	-117
305	-34
192	-215
406	-45
386	-165
377	-29
414	-153
151	-239
453	-61
445	-94
265	-194
306	-70
402	-108
62	-216
241	-202
284	39
236	-95
298	-84
296	27
371	29
134	-124
508	-68
200	-206
468	-296
278	-161
347	-56
224	-111
271	-115
260	-106
127	-51
434	-232
300	-24
346	-134
297	-92
285	-93
216	-253
334	-93
375	-13
192	-174
426	-181
192	-125
383	-97
263	8
417	-152
304	10
634	-131
281	-106
221	-15
307	-347
310	68
212	-33
253	-284
267	-202
183	-40
333	-73
521	62
156	-142
423	-62
247	-42
449	-162
177	-185
241	-238
390	-217
416	-163
322	27
307	-39
293	22
353	-128
287	-103
399	39
203	-49
292	-76
234	25
220	-102
218	-154
422	7
338	-1
329	-136
260	-148
335	-166
287	18
149	-10
322	-158
416	-23
290	-96
368	-21
420	-110
382	-192
458	-199
209	4
295	53
289	-185
299	-177
293	-1
172	-29
337	-29
316	-153
359	-45
250	-132
394	-133
330	-313
269	-72
309	-14
239	-126
222	-99
261	-12
416	-166
289	-252
320	-189
380	-104
320	-51
278	42
523	12
355	-142
305	-199
354	-249
482	-139
438	-266
404	0
280	21
241	-205
281	-139
341	-136
300	-100
349	-5
476	-143
196	-224
237	-185
250	-169
318	57
364	-178
302	-139
364	-100
221	-117
214	-75
393	-270
153	10
260	-145
297	-52
324	92
212	10
345	-128
326	-91
398	-77
445	-289
221	-225
378	-29
253	52
296	14
296	-110
429	-156
295	-61
375	-201
73	-106
274	-31
140	-149
354	-153
315	-107
254	-83
187	-53
293	-8
306	-151
341	-25
346	-50
323	-130
328	-256
182	-144
338	88
101	-265
333	-170
375	91
392	-77
236	38
420	-255
280	-233
349	-87
289	-173
207	-161
214	-176
316	47
377	-144
290	-100
258	-269
369	-190
263	-220
188	-78
315	-85
336	-38
266	-188
385	-302
340	-37
181	-242
174	-187
226	-216
198	-100
215	-140
394	-90
218	-78
355	-69
432	-48
230	-111
277	-135
262	-229
234	-157
299	-118
463	-17
245	-60
317	-56
409	-20
359	-95
357	50
276	-83
383	-12
331	-124
193	-28
229	-124
362	-227
324	-129
340	-119
300	38
276	-300
428	-239
264	-2
353	-85
306	-84
373	-236
487	-180
338	-183
138	-218
291	-28
274	-62
325	187
315	-302
293	-100
377	-45
189	-152
211	-56
108	-160
461	-4
336	-287
304	-39
329	-237
344	23
414	-177
205	-105
215	-144
192	-253
305	-70
197	-45
187	-162
298	-153
249	62
337	-128
475	-58
375	-109
392	-164
201	-170
260	-293
311	-124
208	14
202	-38
440	-43
395	-234
381	-90
365	-140
399	130
375	-148
408	-3
197	-89
186	-177
463	-176
208	-150
231	-195
395	0
124	-131
185	-114
380	-84
338	-26
290	-128
149	-106
385	-85
212	-239
226	-37
225	-40
181	-92
266	36
376	-135
264	-147
292	61
234	-88
243	-103
193	-10
145	-85
372	-77
510	-27
395	-62
232	-183
351	-219
259	-229
378	-122
224	-279
247	-41
301	-100
318	-216
226	-142
276	-28
275	-165
229	-55
217	-193
317	27
217	-32
253	-121
249	-83
83	-210
372	-83
412	-128
240	-127
261	47
143	-133
531	-113
347	-136
192	-67
145	-134
261	-19
452	-143
319	-137
265	-139
